0;0;0;0;land;false;unknown;0
1;251;196;117;land;false;hills;1
2;173;162;241;land;false;plains;1
3;135;245;154;land;false;plains;1
4;101;250;183;land;false;marsh;1
5;253;86;173;land;true;jungle;1
6;74;244;194;land;false;marsh;1
7;213;155;207;land;false;marsh;1
8;241;64;217;land;false;hills;1
9;187;183;177;land;false;mountain;1
10;184;210;127;land;false;mountain;1
11;169;228;140;land;true;forest;1
12;236;237;29;land;false;desert;1
13;223;194;209;land;false;forest;1
14;187;93;225;land;false;forest;1
15;146;247;190;land;true;forest;1
16;65;207;252;land;true;jungle;1
17;166;233;230;land;false;mountain;1
18;125;203;240;land;false;jungle;1
19;242;162;107;land;false;plains;1
20;245;86;198;land;false;jungle;1
21;106;171;234;land;false;hills;1
22;194;165;150;land;false;marsh;1
23;206;115;181;land;false;marsh;1
24;187;179;157;land;false;forest;1
25;144;234;239;land;false;plains;1
26;226;165;170;land;false;desert;1
27;218;114;239;land;false;jungle;1
28;238;218;243;land;false;forest;1
29;190;109;222;land;true;mountain;1
30;195;208;234;land;false;mountain;1
31;244;190;104;land;true;plains;1
32;252;164;142;land;false;desert;1
33;173;238;121;land;false;plains;1
34;160;220;194;land;false;forest;1
35;209;244;208;land;true;jungle;1
36;254;53;247;land;false;hills;1
37;200;227;239;land;false;desert;1
38;254;190;67;land;true;mountain;1
39;204;194;248;land;false;jungle;1
40;158;189;191;land;false;forest;1
41;120;188;222;land;false;marsh;1
42;195;196;241;land;false;mountain;1
43;19;253;230;land;false;forest;1
44;159;157;188;land;false;jungle;1
45;254;95;204;land;false;marsh;1
46;184;147;251;land;false;marsh;1
47;141;189;253;land;true;desert;1
48;222;177;206;land;false;forest;1
49;154;198;225;land;false;hills;1
50;177;152;173;land;false;jungle;1
51;225;73;233;land;false;marsh;1
52;144;214;165;land;true;jungle;1
53;210;181;125;land;true;marsh;1
54;68;231;215;land;false;hills;1
55;204;176;215;land;true;hills;1
56;250;138;116;land;false;marsh;1
57;160;223;187;land;false;forest;1
58;227;250;101;land;false;mountain;1
59;237;216;206;land;false;hills;1
60;217;254;61;land;false;forest;1
61;254;243;26;land;false;desert;1
62;201;198;120;land;false;desert;1
63;105;231;165;land;false;plains;1
64;240;88;183;land;false;plains;1
65;199;196;172;land;true;marsh;1
66;247;126;237;land;false;jungle;1
67;200;103;217;land;true;hills;1
68;207;150;218;land;false;jungle;1
69;164;182;218;land;false;hills;1
70;252;132;207;land;false;forest;1
71;176;193;181;land;false;desert;1
72;245;153;207;land;false;desert;1
73;222;230;75;land;false;jungle;1
74;249;138;228;land;false;marsh;1
75;187;209;176;land;false;forest;1
76;247;140;215;land;true;forest;1
77;198;195;187;land;false;jungle;1
78;191;224;178;land;false;forest;1
79;151;189;182;land;false;jungle;1
80;102;251;170;land;false;jungle;1
81;250;41;250;land;false;forest;1
82;191;242;195;land;false;hills;1
83;247;234;181;land;false;marsh;1
84;230;196;195;land;false;forest;1
85;177;163;248;land;true;forest;1
86;122;194;222;land;false;desert;1
87;252;198;199;land;false;mountain;1
88;239;197;173;land;false;marsh;1
89;212;179;209;land;false;desert;1
90;199;179;164;land;false;plains;1
91;243;69;251;land;true;jungle;1
92;218;150;142;land;true;marsh;1
93;200;146;173;land;false;jungle;1
94;104;239;198;land;false;plains;1
95;247;245;171;land;false;mountain;1
96;242;207;74;land;false;mountain;1
97;189;182;178;land;true;marsh;1
98;252;212;154;land;false;marsh;1
99;182;234;193;land;false;forest;1
100;199;249;139;land;false;mountain;1
101;181;190;140;land;false;mountain;1
102;218;162;175;land;false;jungle;1
103;237;190;163;land;false;plains;1
104;228;181;239;land;false;mountain;1
105;117;226;218;land;false;marsh;1
106;228;186;162;land;false;marsh;1
107;215;182;115;land;false;jungle;1
108;114;166;236;land;false;plains;1
109;210;96;225;land;false;jungle;1
110;88;246;201;land;false;marsh;1
111;188;161;230;land;false;desert;1
112;222;47;252;land;false;jungle;1
113;192;251;69;land;false;marsh;1
114;227;202;226;land;false;forest;1
115;244;196;113;land;true;forest;1
116;115;250;198;land;false;jungle;1
117;232;73;249;land;false;jungle;1
118;248;197;101;land;false;forest;1
119;141;163;240;land;false;marsh;1
120;146;252;131;land;false;forest;1
121;246;215;119;land;true;hills;1
122;249;124;193;land;false;jungle;1
123;215;172;188;land;false;forest;1
124;233;47;222;land;false;jungle;1
125;252;76;176;land;true;jungle;1
126;114;158;244;land;false;jungle;1
127;179;179;227;land;true;forest;1
128;246;108;208;land;false;marsh;1
129;200;217;113;land;false;forest;1
130;212;157;155;land;false;hills;1
131;146;244;200;land;false;marsh;1
132;252;122;145;land;false;mountain;1
133;186;219;140;land;false;mountain;1
134;105;211;185;land;true;marsh;1
135;248;206;226;land;false;mountain;1
136;240;200;73;land;false;jungle;1
137;205;179;138;land;false;jungle;1
138;253;242;209;land;false;marsh;1
